#8203	552889
abce1	6059
abcf1	23
abcf2	10061
abcf3	55324
abcg1	9619
abcg2	9429
abcg4	64137
abcg5	64240
abcg8	64241
abcp	9429
abcr	24
abcx	10347
abf-1	9242
abh	8846
abh2	121642
abhd1	84696
abhd10	55347
abhd11	83451
abhd12	26090
abhd12a	26090
abhd12b	145447
abhd13	84945
abhd14a	25864
abhd14b	84836
abhd15	116236
abhd16a	7920
abhd16b	140701
abhd17a	81926
abhd17b	51104
abhd17c	58489
abhd18	80167
abhd2	11057
abhd3	171586
abhd4	63874
abhd5	51099
abhd6	57406
abhd7	253152
abhd8	79575
abhd9	79852
abi-1	10006
abi-2	10152
abi1	10006
abi2	10152
abi2b	10152
abi3	51225
abi3bp	25890
abin-1	10318
abin-2	79155
abin-3	79931
abl	25
abl1	25
abl2	27
ablbp3	10152
ablim	3983
ablim	3983
ablim1	3983
ablim2	84448
ablim3	22885
abll	27
abo	28
abp	6462
abp-278	2317
abp-280	2316
abp1	26
abp125	22872
abp130	22872
abp620	23499
abpl	2318
abr	29
abra	137735
abracl	58527
abraxas1	84142
abraxas2	23172
abs	51428
abt1	29777
abtb1	80325
abtb2	25841
abtb2a	25841
abtb2b	121551
ac	427
ac004542.c22.1	22880
ac004997.c22.2	83874
ac022389.4	340745
ac023283.3	387712
ac073585.2	196792
ac073585.4	118670
ac1	107
ac133	8842
ac2	108
ac3	114
ac3-33	285315
ac4	196883
ac45	537
ac5	111
ac6	112
ac7	113
ac8	114
ac9	115
acaa1	30
acaa2	10449
acac	31
acaca	31
acacb	32
acad1	34
acad10	80724
acad11	84129
acad2	3712
acad3	35
acad4	33
acad5	2639
acad6	37
acad7	36
acad8	27034
acad9	28976
acadl	33
acadm	34
acads	35
acadsb	36
acadvl	37
acam	79827
acan	176
acap1	9744
acap2	23527
acap3	116983
acas2	55902
acas2l	84532
acat	38
acat1	38
acat2	8435
acate2	23597
acatn	9197
acbd1	706
acbd2	10455
acbd3	64746
acbd4	79777
acbd5	91452
acbd6	84320
acbd7	414149
acbp	221184
acc	31
acc-1	597
acc-2	597
acc-4	1512
acc-5	1512
acc-6	284293
acc1	31
acc2	32
acca	2827
accb	32
accn	40
accn1	40
accn2	41
accn3	9311
accn4	55515
accn5	51802
accpn	9990
accs	84680
accsl	390110
acd	65057
acdc	9370
acdcr1	51094
acdcr2	79602
acdp1	26507
acdp2	54805
acdp3	26505
acdp4	26504
ace	1636
ace1	1636
ace2	59272
acecs	55902
acecs2l	84532
acer1	125981
acer2	340485
acer3	55331
acf	29974
acf1	11177
acf64	29974
acf65	29974
acf7	23499
acg	139818
acgnat	10249
ach	2261
ach1	11332
ach2	641371
achap	51596
ache	43
acheron	55323
achm1	54714
achm2	1261
achm3	54714
achm4	2780
achm5	5146
achp	64327
achrd	1144
achre	1145
achrg	1146
acid1	55090
acin1	22985
acinus	22985
ack	10188
ack1	10188
ackr1	2532
ackr2	1238
ackr3	57007
ackr4	51554
ackr5	9034
ackr6	83394
acl	47
aclp	165
acls	2737
acly	47
acmsd	130013
aco	55554
aco1	48
aco2	50
acod1	730249
acod4	79966
aconm	50
acot1	641371
acot11	26027
acot12	134526
acot13	55856
acot2	10965
acot4	122970
acot6	641372
acot7	11332
acot8	10005
acot9	23597
acox1	51
acox2	8309
acox3	8310
acoxl	55289
acp	4706
acp-3	55
acp1	52
acp2	53
acp3	55
acp33	51324
acp4	93650
acp5	54
acp6	51205
acp7	390928
acpa	5657
acpl	8807
acpl1	51205
acpl2	92370
acpp	55
acr	49
acr1	25824
acrbp	84519
acrg	170622
acrp	9552
acrp30	9370
acrv1	56
acs	84680
acs1	2180
acs2	51703
acs3	2181
acs4	2182
acs5	51703
acsa	55902
acsb	10998
acsbg1	23205
acsbg2	81616
acsf1	65985
acsf2	80221
acsf3	197322
acsf4	132949
acsl1	2180
acsl3	2181
acsl4	2182
acsl5	51703
acsl6	23305
acsm1	116285
acsm2	123876
acsm2a	123876
acsm2b	348158
acsm3	6296
acsm4	341392
acsm5	54988
acsm6	142827
acsmw	80221
acss1	84532
acss2	55902
acss3	79611
acsvl1	11001
acsvl2	28965
acsvl3	11000
acsvl4	10999
acsvl5	376497
acsvl6	10998
act	11332
act-2	6351
act1	10758
act35	7293
acta	58
acta1	58
acta2	59
acta3	72
actb	60
actbl1	23784
actbl2	345651
actc	70
actc1	70
actdp	11034
actg	71
actg1	71
actg2	72
acth	5443
acthr	4158
activin	83729
actl10	170487
actl3	72
actl6	86
actl6	51412
actl6a	86
actl6b	51412
actl7a	10881
actl7b	10880
actl8	81569
actl9	284382
actn1	87
actn2	88
actn3	11474
actn4	81
actr	8202
actr-iib	93
actr10	55860
actr11	55860
actr1a	10121
actr1b	10120
actr2	10097
actr3	10096
actr3b	57180
actr3c	653857
actr5	79913
actr6	64431
actr8	93973
actrib	91
actrii	92
actrt1	139741
actrt2	140625
actrt3	84517
actsa	59
actsg	72
acv	3708
acvr1	90
acvr1a	90
acvr1b	91
acvr1c	130399
acvr2	92
acvr2a	92
acvr2b	93
acvrip1	9863
acvrl1	94
acvrlk1	94
acvrlk2	90
acvrlk3	657
acvrlk4	91
acvrlk7	130399
acy-3	91703
acy1	95
acy1l	79839
acy1l2	135293
acy2	443
acy3	91703
acyp1	97
acyp2	98
acz	27445
ad-003	28989
ad-004	6880
ad-005	23019
ad-017	55830
ad-020	56900
ad-fsp	51062
ad002	51503
ad023	57409
ad024	57405
ad025	55848
ad026	140
ad029	55425
ad034	83732
ad035	57704
ad037	54453
ad1	351
ad158	84230
ad2	348
ad24	64318
ad3	5663
ad3l	5664
ad4	5664
ad4bp	2516
ada	100
ada1	117143
ada2	6871
ada2a	6871
ada3	10474
adad1	132612
adad2	161931
adal	161823
adam-ts10	81794
adam-ts2	9509
adam-ts6	11174
adam-ts7	11173
adam-ts8	11095
adam10	102
adam11	4185
adam12	8038
adam15	8751
adam17	6868
adam18	8749
adam19	8728
adam2	2515
adam20	8748
adam21	8747
adam22	53616
adam23	10863
adam27	8749
adam28	10863
adam29	11086
adam30	11085
adam31	8747
adam32	203102
adam33	80332
adam7	8756
adam8	101
adam9	8754
adamdec1	27299
adamts-2	9507
adamts-3	9509
adamts-4	9508
adamts1	9510
adamts10	81794
adamts11	11096
adamts12	81792
adamts13	11093
adamts14	140766
adamts15	170689
adamts16	170690
adamts16s	170690
adamts17	170691
adamts18	170692
adamts19	171019
adamts2	9509
adamts20	80070
adamts21	170692
adamts3	9508
adamts4	9507
adamts5	11096
adamts6	11174
adamts7	11173
adamts8	11095
adamts9	56999
adamtsl1	92949
adamtsl2	9719
adamtsl3	57188
adamtsl4	54507
adamtsl5	339366
adamtsl6	79875
adamtsr1	92949
adane	5903
adap-s	8540
adap1	11033
adap2	55803
adap6	9472
adar	103
adar1	103
adar2	104
adar2a	104
adar2a-l1	104
adar2a-l2	104
adar2a-l3	104
adar2b	104
adar2c	104
adar2d	104
adar2g	104
adar3	105
adarb1	104
adarb2	105
adas	8540
adat1	23536
adat2	134637
adat3	113179
adb2	3681
adc	113451
adca	5173
adcad2	4040
adcaii	6314
adck1	57143
adck2	90956
adck5	203054
adcp2	1803
adcy1	107
adcy10	55811
adcy2	108
adcy3	114
adcy4	196883
adcy5	111
adcy6	112
adcy7	113
adcy8	114
adcy9	115
adcyap1	116
adcyap1r1	117
add1	118
add2	119
add3	120
addb	119
addl	120
ade2h1	10606
adf	11034
adfp	123
adg-90	54438
adgb	79747
adgra1	84435
adgra2	25960
adgra3	166647
adgrb1	575
adgrb2	576
adgrb3	577
adgrd1	283383
adgrd2	347088
adgre1	2015
adgre2	30817
adgre3	84658
adgre5	976
adgrf1	266977
adgrf2	222611
adgrf3	165082
adgrf4	221393
adgrf5	221395
adgrg1	9289
adgrg2	10149
adgrg3	222487
adgrg4	139378
adgrg5	221188
adgrg6	57211
adgrg7	84873
adgrl1	22859
adgrl2	23266
adgrl3	23284
adgrl4	64123
adgrv1	84059
adh	114548
adh-2	127
adh-3	128
adh-4	131
adh-5	130
adh1	124
adh1a	124
adh1b	125
adh1c	126
adh2	125
adh3	126
adh4	127
adh5	128
adh6	130
adh7	131
adhalin	6442
adhaps	8540
adhfe1	137872
adhfe1	137872
adhx	128
adi1	55256
adig	149685
adiponectin	9370
adiponutrin	80339
adipoq	9370
adipoq	9370
adipor1	51094
adipor2	79602
adir	64222
adir2	64222
adirf	10974
adk	132
adl	6442
adm	133
adm2	79924
adm5	199800
admckd	4582
admckd1	4582
admp	165679
admp-1	9507
admp-2	11096
admr	11318
adn	1675
adniv	726
adnp	23394
adnp1	23394
adnp2	22850
ado	84890
adoplin-2	29095
adora1	134
adora2	135
adora2a	135
adora2b	136
adora3	140
adp	23038
adp-gk	83440
adpgk	83440
adpla	11145
adpn	80339
adprh	141
adprhl1	113622
adprhl2	54936
adprm	56985
adprt	142
adprt3	10039
adprtl1	143
adprtl2	10038
adprtl3	10039
adps	8540
adpsp	6683
adra1	146
adra1a	146
adra1b	147
adra1c	146
adra1d	146
adra1l1	146
adra1r	146
adra2	150
adra2a	150
adra2b	151
adra2c	152
adra2l1	151
adra2l2	152
adra2r	150
adra2rl1	151
adra2rl2	152
adrar	150
adrarl1	151
adrarl2	152
adrb1	153
adrb1r	153
adrb2	154
adrb2r	154
adrb2rl1	3350
adrb3	155
adrbr	154
adrbrl1	3350
adrenoleukodystrophy	215
adrm1	11047
adrp	123
adsa	81790
adseverin	85477
adsf	56729
adsl	158
adss	159
adssl1	122622
adtaa	160
adtab	161
adtb1	162
adtb2	163
adtb3a	8546
adtd	8943
adtg	164
adtrp	84830
advil	10677
adx	2230
adxr	2232
ae01	400818
ae1	6521
ae2	84224
ae3	6508
ae4	83697
aebp1	165
aebp2	121536
aeg-1	92140
aeg2	10321
aegl1	167
aegp	158056
aemk	3736
aen	64782
aep2	124783
aeplc	25825
aer61	285203
aes	166
aez	55630
af	5710
af-1	3460
af-1p	2060
af-4	4299
af-9	4300
af020591	27300
af1	1946
af10	8028
af17	4302
af17q25	10801
af1q	10962
af3p21	51517
af4	4299
af5q31	27125
af6q21	2309
af9	4300
af9q34	153090
afaf	54586
afap	60312
afap-110	60312
afap1	60312
afap1l1	134265
afap1l2	84632
afar	8574
afar3	113069441
afbp	3484
afcp	822
afdn	4301
aff1	4299
aff2	2334
aff3	3899
aff4	27125
afg1l	246269
afg2	166378
afg3l2	10939
afgf	2246
afi1a	201627
afi1b	414918
afm	173
afmid	125061
afp	174
afro	10974
aft	55783
aftph	54812
afurs1	79572
afx1	4303
ag1	100132406
ag2	10551
ag2s	185
aga	175
agap1	116987
agap2	116986
agap3	116988
agap4	119016
agap5	729092
agap6	414189
agap8	119016
agap9	642517
agas	162417
agat	2628
agbl1	123624
agbl2	79841
agbl3	340351
agbl4	84871
agbl5	60509
agc1	176
agd3	387882
ager	177
agf	83854
agfg1	3267
agfg2	3268
aggf1	55109
aggg	4708
aggrus	10630
agif	3589
agk	55750
agl	178
agm1	5238
agmat	79814
agmo	392636
agmx1	695
ago	55294
ago1	26523
ago2	27161
ago3	192669
ago4	192670
ago61	84892
agp-b	5005
agp-b'	5005
agp2	5005
agp7	5657
agpat1	10554
agpat2	10555
agpat3	56894
agpat4	56895
agpat5	55326
agpat7	254531
agpat8	253558
agphd1	123688
agps	8540
agr1	51060
agr16	9294
agr2	10551
agr3	155465
agrin	375790
agrinl	133584
agrn	375790
agrnl	133584
agrnr	1605
agrp	181
agrt	181
ags	182
ags1	51655
ags2	79621
ags3	26086
ags4	63940
ags5	25939
agt	189
agt-1	157724
agt1	189
agt2	64902
agtavprl	114548
agtbp	57486
agtil	56288
agtpbp1	23287
agtr1	185
agtr1a	185
agtr1b	185
agtr2	186
agtrap	57085
agtrl1	187
agx	6675
agx1	6675
agxt	189
agxt1	189
agxt2	64902
agxt2l1	64850
agxt2l2	85007
ahas	10994
ahc	190
ahch	190
ahcp	51439
ahctf1	25909
ahcy	191
ahcyl1	10768
ahcyl2	23382
ahd	182
ahdc1	27245
ahds	6567
ahh	57491
ahhr	57491
ahi1	54806
ahnak	79026
ahnak2	113146
ahr	196
ahrr	57491
ahsa1	10598
ahsg	197
ahsp	51327
aib1	8202
aib3	23054
aibc1	8537
aibp	79000
aibzip	148327
aicarft	471
aicda	57379
aicl	9976
aid	57379
aida	64853
aida-1	56899
aidd	117159
aie-75	10083
aiebp	83878
aied	778
aif	9131
aif-1	199
aif1	199
aif1l	83543
aifl	150209
aifm1	9131
aifm2	84883
aifm3	150209
aig-1	51390
aig1	51390
aig1l	84830
aigf	2253
aigp1	10955
aih1	265
aih2	10117
aii	114548
aiid	50943
aik	6790
aik2	9212
ailim	1493
aim-1	9212
aim2	9447
aim29	130355
aimp1	9255
aimp2	7965
aimp3	9521
aiolos	22806
aip	54998
aip-1	10152
aip1	139741
aip2	11060
aip3	154043
aip4	83737
aip5	11059
aip70	134728
aipl1	23746
aipla2	25824
air1	84186
airap	90637
airapl	130617
airc	10606
aire	326
airp	93034
ais	231
ait	160728
aitd3	7038
aitr	8784
aitrl	8995
ajap1	55966
ajm1	389813
ajuba	84962
ak	132
ak1	203
ak155	55801
ak2	204
ak3	205
ak3l1	205
ak4	205
ak5	26289
ak6	205
ak7	122481
ak8	158067
ak9	221264
aka	4762
akain1	642597
akap-kl	11217
akap-lbc	11214
akap1	8165
akap10	11216
akap100	9472
akap11	11215
akap110	10566
akap12	9590
akap121	8165
akap13	11214
akap14	158798
akap149	8165
akap15	9465
akap17a	8227
akap18	9465
akap2	11217
akap220	11215
akap250	9590
akap28	158798
akap3	10566
akap350	10142
akap4	8852
akap450	10142
akap5	9495
akap6	9472
akap7	9465
akap75	9495
akap79	9495
akap8	10270
akap82	8852
akap84	8165
akap8l	26993
akap9	10142
akap95	10270
akd1	221264
akd2	221264
akgr	27199
akip	54998
akip1	56672
akirin1	79647
akirin2	55122
akl3l1	205
akna	80709
aknad1	254268
akr1a1	10327
akr1b1	231
akr1b10	57016
akr1b11	57016
akr1b12	57016
akr1b15	441282
akr1c1	1645
akr1c2	1646
akr1c3	8644
akr1c4	1109
akr1cl2	83592
akr1d1	6718
akr1e2	83592
akr6a3	7881
akr6a5	8514
akr6a9	9196
akr7a2	8574
akr7a3	22977
akr7l	113069441
akrdc1	83592
akt	207
akt1	207
akt1s1	84335
akt2	208
akt3	10000
aktip	64400
aku	3081
alad	210
aladh	210
alas	211
alas1	211
alas2	212
alas3	211
alb	85302
alb2	173
alba	173
alc	55821
alc1	9557
alcam	214
alcat1	253558
ald	215
aldh1	216
aldh10	224
aldh12	64577
aldh16a1	126133
aldh18a1	5832
aldh1a1	216
aldh1a2	8854
aldh1a3	220
aldh1b1	219
aldh1l1	10840
aldh1l2	160428
aldh2	217
aldh3	218
aldh3a1	218
aldh3a2	224
aldh3b1	221
aldh3b2	222
aldh4	8659
aldh4a1	8659
aldh5	219
aldh5a1	7915
aldh6	220
aldh6a1	4329
aldh7	221
aldh7a1	501
aldh8	222
aldh8a1	64577
aldh9	223
aldh9a1	223
aldhpsy	8540
aldhx	219
aldi	196410
aldl1	225
aldoa	226
aldob	229
aldoc	230
aldos	1585
aldp	215
aldr	225
aldr1	231
aldrl6	55586
aldrln	57016
aldrp	225
alex1	51309
alex2	9823
alex3	51566
alf	11036
alfy	23001
alg-2	10016
alg-4	22984
alg1	56052
alg10	84920
alg10a	84920
alg10b	144245
alg11	440138
alg12	79087
alg13	79868
alg14	199857
alg1l	200810
alg1l1	200810
alg1l2	644974
alg2	85365
alg3	10195
alg5	29880
alg6	29929
alg7	1798
alg8	79053
alg9	79796
algv3072	255324
ali1	347902
alien	9318
alix	10015
alk	238
alk-5	7046
alk-smase	339221
alk1	94
alk2	90
alk3	657
alk4	91
alk6	658
alk7	130399
alkal1	389658
alkal2	285016
alkb	8846
alkbh	8846
alkbh1	8846
alkbh2	121642
alkbh3	221120
alkbh4	54784
alkbh5	54890
alkbh6	84964
alkbh7	84266
alkbh8	91801
alkbh9	79068
all	613
all-1	4297
allc	55821
allergin-1	284021
allp17	124912
almalpha	57559
alms1	7840
alox12	239
alox12b	242
alox15	246
alox15b	247
alox5	240
alox5ap	241
aloxe3	59344
alp	80150
alp1	80150
alp56	25825
alpg	251
alpha-1-antichymotrypsin	12
alpha-1-antitrypsin	5265
alpha-2-pi	5345
alpha-catu	8727
alpha-chain	2217
alpha-mpp	23203
alpha-pal	4779
alpha-pix	9459
alpha-rlc	3680
alpha-synuclein	6622
alpha1at	5265
alpha4gnt	51146
alphapix	9459
alpi	248
alpk1	80216
alpk2	115701
alpk3	57538
alpl	249
alpp	250
alr	10327
alrh	3596
alrp	27063
als	3483
als1	6647
als10	23435
als11	9896
als19	2066
als2	57679
als20	3178
als2cl	259173
als2cr1	60491
als2cr12	130540
als2cr13	150864
als2cr14	130026
als2cr15	130026
als2cr16	65065
als2cr17	65065
als2cr18	65059
als2cr19	117583
als2cr2	55437
als2cr3	66008
als2cr4	65062
als2cr6	57679
als2cr7	65061
als2cr8	55602
als2cr9	65059
als4	23064
als6	2521
als8	9217
alt1	1798
alt2	84706
alte	9189
altprp	5621
alunc	55806
alurbp	6727
alx	84941
alx1	8092
alx3	257
alx4	60529
alxr	2358
aly	10189
aly/ref	10189
alye870	79583
alyref	10189
am	133
am-r	11318
am2	79924
am5	199800
amac	83650
amac-1	6362
amac1	146861
amac1l1	646000
amac1l2	83650
amac1l3	643664
amaco	340706
amacr	23600
amap-1	84073
amb11	3811
ambn	258
ambp	259
ambra1	55626
amcase	27159
amcd1	7169
amcd2b	7136
amcf-i	3576
amd1	262
amdd	158584
amdhd1	144193
amdhd2	51005
amdm	10641
amelx	265
amely	266
amer1	139285
amer2	219287
amer3	205147
amf	10007
amfr	267
amg	265
amgl	266
amh	268
amhr2	269
amid	84883
amida	29844
amigo	57463
amigo1	57463
amigo2	347902
amigo3	386724
amisyn	29091
aml1	861
aml1t1	862
aml2	864
aml3	860
amlc	4635
amlcr1	861
ammecr1	9949
ammecr1l	83607
amn	215
amn1	196394
amnionless	215
amog	482
amot	154796
amotl1	154810
amotl2	51421
amp18	56287
ampd1	270
ampd2	271
ampd3	272
amph	273
amph2	274
amphiglycan	6385
amphl	274
ampk	5563
ampka1	5562
ampka2	5563
amsh	10617
amsh-fp	57559
amsh-lp	57559
amt	275
amtn	401138
amy	10439
amy-1	26292
amy1	276
amy1a	276
amy1b	277
amy1c	278
amy2	279
amy2a	279
amy2b	280
amyb	4603
amylin	3375
amz1	155185
amz2	51321
an	79839
an2	5080
ana	10950
anamorsin	57019
anapc1	64682
anapc10	10393
anapc11	51529
anapc12	246184
anapc13	25847
anapc15	25906
anapc16	119504
anapc2	29882
anapc3	996
anapc4	29945
anapc5	51433
anapc6	8881
anapc7	51434
anapc8	8697
anc-2h01	51193
anchr	84936
ancr	7337
and-1	11169
ane1	5903
anf	8820
anf270	9310
ang	283
ang1	284
ang1	7108
ang2	285
ang2	738
ang3	9068
angel1	23357
angel2	90806
angie	10563
angie2	10563
angpt1	284
angpt2	285
angpt3	9068
angpt4	51378
angpt5	27329
angptl1	9068
angptl2	23452
angptl3	27329
angptl4	51129
angptl5	253935
angptl6	83854
angptl7	10218
angptl8	55908
angx	10218
angy	9068
anhx	647589
ania-6a	4171
ania-6b	81669
anillin	54443
ank	286
ank1	286
ank2	287
ank3	288
ankar	150709
ankdd1a	348094
ankdd1b	728780
ankef1	63926
ankfn1	162282
ankfy1	51479
ankh	56172
ankhd1	54882
ankhzn	51479
ankib1	54467
ankk1	255239
ankk2	54101
ankl1	136991
ankle1	126549
ankle2	23141
ankmy1	51281
ankmy2	57037
ankra1	8625
ankra2	57763
ankrd1	27063
ankrd10	55608
ankrd11	29123
ankrd12	23253
ankrd13	88455
ankrd13a	88455
ankrd13b	124930
ankrd13c	81573
ankrd13d	338692
ankrd14	203286
ankrd15	23189
ankrd16	54522
ankrd17	26057
ankrd18a	253650
ankrd18b	441459
ankrd2	26287
ankrd20a	84210
ankrd20a1	84210
ankrd20a2	441430
ankrd20a3	441425
ankrd20a4	728747
ankrd21	317754
ankrd22	118932
ankrd23	200539
ankrd24	170961
ankrd25	25959
ankrd26	22852
ankrd27	84079
ankrd28	23243
ankrd29	147463
ankrd3	54101
ankrd30a	91074
ankrd30b	374860
ankrd30bl	554226
ankrd30bp3	554226
ankrd31	256006
ankrd33	341405
ankrd33b	651746
ankrd34	284615
ankrd34a	284615
ankrd34b	340120
ankrd34c	390616
ankrd35	148741
ankrd36	375248
ankrd36b	57730
ankrd36c	400986
ankrd37	353322
ankrd38	163782
ankrd39	51239
ankrd4	26051
ankrd40	91369
ankrd40cl	55018
ankrd41	126549
ankrd42	338699
ankrd43	134548
ankrd44	91526
ankrd45	339416
ankrd46	157567
ankrd47	256949
ankrd49	54851
ankrd5	63926
ankrd50	57182
ankrd52	283373
ankrd53	79998
ankrd54	129138
ankrd55	79722
ankrd56	345079
ankrd57	65124
ankrd58	347454
ankrd59	7918
ankrd6	22881
ankrd60	140731
ankrd61	100310846
ankrd62	342850
ankrd63	100131244
ankrd64	55184
ankrd65	441869
ankrd66	100287718
ankrd7	56311
ankrd9	122416
anks1	23294
anks1a	23294
anks1b	56899
anks2	56899
anks3	124401
anks4a	124590
anks4b	257629
anks5a	57524
anks5b	57513
anks6	203286
ankt	51203
anktm1	8989
ankub1	389161
ankzf1	55139
anln	54443
anm	7138
anm1	3276
ano1	55107
ano10	55129
ano2	57101
ano3	63982
ano4	121601
ano5	203859
ano6	196527
ano7	50636
ano8	57719
ano9	338440
anos1	3730
anova	4858
anp	4878
anp32a	8125
anp32b	10541
anp32d	23519
anp32e	81611
anpa	4881
anpb	10641
anpep	290
anpra	4881
anprb	10641
anprc	8131
ant-1	24148
ant1	291
ant2	292
ant2bp	54978
ant3	293
ant3y	293
ant4	83447
anti-elastase	1992
antxr1	84168
antxr2	118429
antxrl	195977
anubl1	93550
anup	57152
anx1	301
anx11	311
anx13	312
anx14	11199
anx2	302
anx2l4	302
anx2lg	6281
anx3	306
anx31	8416
anx4	307
anx5	308
anx6	309
anx7	310
anx8	653145
anxa1	301
anxa10	11199
anxa11	311
anxa13	312
anxa2	302
anxa2r	389289
anxa3	306
anxa4	307
anxa5	308
